"accuracy","f1","auc","seed"
0.741262848751836,0.54162330905307,0.883604685314824,7
0.740713551607693,0.54153686396677,0.8875448468067,14
0.743284896521356,0.547008547008547,0.891388460201175,21
0.741599413059428,0.544372574385511,0.886358910154784,28
0.741675223705442,0.544608223429015,0.884453895173502,35
0.74208211143695,0.544418544418544,0.88514716651425,42
0.744134897360704,0.548278539994823,0.889761046261428,49
0.742337586156328,0.545172146000518,0.886935973218428,56
0.741637323943662,0.544608223429015,0.884269669244783,63
0.741126430038134,0.542390458905885,0.88456613488679,70
0.740599294947121,0.541060291060291,0.889456083158542,77
0.737613603048959,0.53722854188211,0.878393071076517,84
0.740005878894768,0.539202917426413,0.882207966276719,91
0.740311215502055,0.542775911088136,0.884941253790737,98
0.741305942773294,0.542908996629505,0.887039401192245,105
0.743142144638404,0.54625550660793,0.887866005520895,112
0.7462248937106,0.550272798129384,0.888821610055517,119
0.742119923764844,0.54583010586109,0.888326206960058,126
0.743037232483143,0.547612903225806,0.887871069919497,133
0.743142144638404,0.54766210281581,0.890069318179746,140
0.743664860114252,0.547569803516029,0.888975897678066,147
0.739442815249267,0.537360062483728,0.884756689011499,154
0.74045240893067,0.540202966432475,0.885650112609249,161
0.73987676056338,0.537438038090269,0.879709584346284,168
0.741897638949993,0.544277576385293,0.887818031925852,175
0.742488641360106,0.546346501420088,0.886887379970699,182
0.743171806167401,0.545123537061118,0.887329006358973,189
0.738849765258216,0.541000515729758,0.879689658691791,196
0.741944932630346,0.545642083548221,0.884681829644211,203
0.73933440844451,0.538900414937759,0.87788048654006,210
0.741055718475073,0.543669250645995,0.890248385225459,217
0.738664710198092,0.537762782247599,0.879647167680603,224
0.740360650930948,0.539880488438555,0.881467653252365,231
0.738658053149317,0.537662337662338,0.882045145759951,238
0.743469327854417,0.546445251686559,0.892159582930896,245
0.74068095098327,0.540919719407638,0.887242571497485,252
0.739832623696961,0.53878188443519,0.882471807196081,259
0.739500734214391,0.538741549661987,0.878569612420784,266
0.739583333333333,0.540750323415265,0.883889408662853,273
0.741457691743657,0.54219683199169,0.884365501825258,280
0.743570903747245,0.543790849673203,0.885392251164573,287
0.744459122266256,0.549314004659591,0.889868059071473,294
0.745824787576912,0.550168524760176,0.890652331506903,301
0.741088455332258,0.542390458905885,0.885525156791121,308
0.744104291782628,0.54705729841846,0.887444094299781,315
0.742153124083309,0.545971074380165,0.888847958735117,322
0.741066198008202,0.545501285347044,0.884014588375218,329
0.74265138154027,0.54365389627313,0.889322892452483,336
0.746038732394366,0.550972762645914,0.893874291023158,343
0.742442031112416,0.544983147523982,0.889083460597248,350
0.742299794661191,0.544700699663125,0.886592177498521,357
0.743861196882811,0.544932079414838,0.890755024466673,364
0.73969185619956,0.540652511651994,0.880009639528522,371
0.742920029347029,0.546583850931677,0.8876486461882,378
0.741077985019827,0.54004696060527,0.8898233292547,385
0.74110411480451,0.543388429752066,0.884184515837115,392
0.740023474178404,0.541407867494824,0.885533199106418,399
0.743882783882784,0.546915500259202,0.888698139077442,406
0.742924182431442,0.546207610665286,0.88827681168699,413
0.742252900572771,0.543563068920676,0.887046685564268,420
0.743280951681598,0.547853078116917,0.89106252796537,427
0.74276905006607,0.545878693623639,0.890080831948555,434
0.743623570800352,0.548178765176957,0.890085236012522,441
0.740181711606096,0.54292343387471,0.883468236978227,448
0.741131632952213,0.54224987039917,0.884012016905261,455
0.740898414562537,0.541915390604724,0.889247380921383,462
0.741437601058357,0.542046342098412,0.884609172505557,469
0.738556338028169,0.539058458354889,0.880889152671429,476
0.743537015276146,0.545785639958377,0.888729043231078,483
0.74138183951885,0.54219683199169,0.884094933627068,490
0.741660543717855,0.541948931735279,0.887108553472099,497
0.745665589186012,0.548631029986962,0.891418244716212,504
0.744029304029304,0.549393861232912,0.891566530562467,511
0.74333430999121,0.547987616099071,0.886883048314658,518
0.743653705062362,0.547526547526548,0.893294286037024,525
0.742119923764844,0.545595453371222,0.887785822293412,532
0.742672919109027,0.547189272821042,0.890500770205371,539
0.744749596122779,0.54621409921671,0.891726198601104,546
0.741888122155337,0.542425819885476,0.886975048325938,553
0.741561491047843,0.543664161699922,0.885067695565517,560
0.741202346041056,0.543337645536869,0.888976756432533,567
0.739973556632878,0.540498442367601,0.88397964179692,574
0.73969185619956,0.540652511651994,0.881884871877391,581
0.744827586206897,0.551225806451613,0.89393565264571,588
0.741321224549582,0.544845360824742,0.881952746442392,595
0.742920029347029,0.546349041947178,0.886376112724634,602
0.738046347902611,0.538739669421488,0.879689845264279,609
0.740648379052369,0.541255838090296,0.885183368256857,616
0.740229209521011,0.539823008849558,0.887862503143263,623
0.738926371369903,0.538621047174702,0.882109161529941,630
0.739947167596126,0.541407867494824,0.884039528072949,637
0.741207502930832,0.543669250645995,0.886092237625994,644
0.739882697947214,0.540176257128046,0.883897668822024,651
0.738881549977983,0.537561736417988,0.885901291349726,658
0.740653863069931,0.541353383458647,0.884555176182364,665
0.741892883345561,0.543709468223087,0.886149282378814,672
0.743578452957581,0.547760807662439,0.890581290373741,679
0.741007194244604,0.541103017689906,0.883826491627018,686
0.743255131964809,0.545784695201038,0.89194020176591,693
0.745198651224161,0.550672182006205,0.891879599630697,700
